Name,Current price,Change(%),Open,High,Low,Volume
DT CLOUD ACQUISITION,10.46,0.0,10.46,10.46,10.46,300000
UNIVERSAL DISPLAY,206.18,10.33,206.93,207.86,204.76,299662
SYNAPTICS INC.,74.44,1.69,73.54,74.8,72.9,298502
ATOMERA INC.,3.69,1.65,3.63,3.86,3.57,298366
CERAGON NETWORKS,2.54,12.68,2.6,2.63,2.52,297762
MOONLAKE IMMUNOTHERAPEUTICS,48.9,10.08,49.04,50.24,48.36,297448
HARMONY BIOSCIENCES HLD.,35.48,1.87,34.93,36.16,34.93,296255
ACLARIS THERAPEUTICS INC.,1.2,1.69,1.18,1.22,1.18,295574
ARCTURUS THERAPEUTICS HLD.,20.92,12.52,21.34,21.45,20.46,295271
BTCS INC.,1.28,7.56,1.24,1.3,1.21,295118
RHYTHM PHARMACEUTICALS INC.,50.24,0.84,49.52,50.9,49.29,295042
OMEGA THERAPEUTICS INC.,0.9516,10.88,1.01,1.01,0.9417,294562
ECO WAVE POWER GLOBAL AB (PUBL) ADS,8.73,32.27,6.6,9.8,6.6,294513
TMC THE METALS CO.,1.02,10.97,1.04,1.04,1.0,293996
D-MARKET ELECTRONIC SERVICES & TRADING,2.15,14.02,2.22,2.22,2.13,293614
PETIQ INC.,30.88,0.03,30.92,30.92,30.87,293458
TELOS CORP.,3.64,2.82,3.52,3.66,3.48,292743
REZOLUTE INC.,4.78,1.7,4.81,4.84,4.65,291303
ATHIRA PHARMA INC.,0.441,5.98,0.4148,0.45,0.4138,291076
SKK HOLDINGS LTD.,2.83,1.07,2.59,2.93,2.54,289730
JOYY INC. ADS,35.6,12.55,36.09,36.17,35.59,289570
PREMIUM CATERING (HLD.,3.86,19.81,4.32,4.45,3.24,289220
ALECTOR INC.,4.9,2.08,4.79,4.95,4.67,287498
KEARNY FINANCIAL,7.03,4.15,6.75,7.05,6.73,287226
WIX.COM,162.76,12.88,168.35,168.87,162.26,287054
BLADE AIR MOBILITY INC.,3.47,11.42,3.52,3.53,3.42,286861
CORSAIR GAMING INC.,6.81,11.87,6.93,6.94,6.74,286693
CONTEXTLOGIC INC.,5.97,1.19,5.9,6.04,5.86,286494
HEALTH CATALYST INC,8.23,1.11,8.17,8.28,8.04,286344
ASSERTIO HOLDINGS INC.,1.12,0.9,1.11,1.13,1.09,285893
FARMMI INC.,0.2952,5.43,0.2612,0.2993,0.2612,285787
HIGH TIDE INC.,2.29,11.72,2.31,2.34,2.25,285239
WAG! GROUP CO.,0.7667,18.19,0.84,0.86,0.7667,285164
GREAT LAKES DREDGE & DOCK,11.46,12.47,11.79,11.79,11.39,284648
AMPHASTAR PHARMACEUTICALS INC.,49.29,3.62,47.76,49.32,47.63,284225
POWELL INDUSTRIES INC.,266.48,1.33,262.9,268.52,261.46,284216
WOODWARD INC.,165.39,1.01,164.2,165.6,163.34,284185
POTLATCHDELTIC CORP.,43.01,0.14,42.77,43.35,42.66,283593
SKYWARD SPECIALTY INSURANCE GROUP,45.5,2.02,44.85,45.55,44.6,283558
WISA TECHNOLOGIES INC.,1.7,6.92,1.57,1.72,1.57,283528
STRONGHOLD DIGITAL MINING INC.,4.36,0.93,4.48,4.58,4.3,282971
SURMODICS INC.,38.32,10.65,38.53,38.55,38.32,282745
AKANDA CORP.,1.02,11.92,1.01,1.06,0.98,282081
ADTRAN HOLDINGS INC.,5.95,0.68,5.93,5.97,5.82,282023
CUREVAC N.V.,2.82,13.09,2.9,2.9,2.82,281087
NEXTNAV INC.,7.8,11.39,7.91,7.96,7.79,280898
AZENTA INC.,45.51,0.49,45.5,45.78,44.68,280360
HERITAGE COMMERCE CORP,9.74,10.31,9.8,9.85,9.69,279899
HANRYU HOLDINGS INC.,0.1993,14.64,0.191,0.2014,0.191,279375
EXPENSIFY INC.,1.78,12.2,1.86,1.86,1.75,277601
SUNCAR TECHNOLOGY GROUP INC.,9.29,16.26,9.83,9.94,9.12,277283
NERDWALLET INC.,11.97,10.08,12.0,12.09,11.92,277192
APOGEE THERAPEUTICS INC.,55.81,11.98,56.34,56.67,54.99,276861
AEROVIRONMENT INC.,215.17,10.1,218.0,219.0,214.3,276753
BANNER CORP.,64.28,1.48,63.43,64.52,63.13,276491
PROTHENA CORP.,17.32,0.58,17.09,17.58,17.09,276277
ARVINAS INC.,25.67,11.76,26.15,26.44,25.64,276247
EURONET WORLDWIDE INC.,99.03,0.83,98.26,99.4,97.43,275149
T2 BIOSYSTEMS INC.,1.47,10.68,1.53,1.55,1.46,274973
I3 VERTICALS INC.,22.38,11.02,22.59,22.67,22.16,274339
CELLECTAR BIOSCIENCES INC.,2.08,11.89,2.12,2.18,2.07,274086
NEWEGG COMMERCE INC.,0.7016,10.76,0.6849,0.71,0.6849,273578
ENERGY RECOVERY INC.,18.37,11.5,18.57,18.7,18.22,273388
PHOTRONICS INC.,24.14,10.25,24.24,24.59,24.1,272728
DAVE INC.,43.81,0.07,44.82,45.85,43.26,272712
CENTRAL GARDEN & PET CO.,30.05,2.11,29.38,30.06,29.26,272449
99 ACQUISITION GROUP INC.,10.55,0.0,10.54,10.56,10.54,272297
ROPER TECHNOLOGIES INC.,553.83,0.41,554.09,555.0,551.05,271963
ALLAKOS INC.,0.6887,5.71,0.67,0.6995,0.6471,270889
SPRUCE BIOSCIENCES INC.,0.4628,4.16,0.449,0.4697,0.4331,270881
CHECHE GROUP INC.,0.7938,15.05,0.83,0.84,0.7811,270313
COGENT COMMUNICATIONS HLD.,80.83,0.47,80.29,81.3,80.22,270039
PUBMATIC INC.,15.12,0.0,15.16,15.28,15.06,269998
SANMINA CORP.,67.45,0.15,67.35,68.05,67.06,269566
GUARDFORCE AI CO.,1.16,11.69,1.18,1.22,1.14,268286
SEANERGY MARITIME HLD.,10.41,13.43,10.8,10.8,10.31,267496
AXOGEN INC.,14.25,13.13,14.79,14.89,14.04,267432
CBAK ENERGY TECHNOLOGY INC.,1.15,2.68,1.1,1.22,1.08,266509
TRUECAR INC.,3.7,0.54,3.68,3.76,3.66,266164
TTM TECHNOLOGIES INC.,19.17,0.84,19.07,19.29,18.93,265655
CVRX INC.,7.88,5.35,7.48,8.19,7.37,265035
AAON INC.,112.03,10.37,112.86,113.86,111.78,264083
ACACIA RESEARCH,4.59,10.22,4.59,4.71,4.59,263017
PRA GROUP INC.,20.99,11.92,21.39,21.5,20.85,262980
COMPUGEN,1.68,12.33,1.73,1.74,1.66,262477
STRATASYS LTD.,7.24,10.41,7.35,7.35,7.19,262149
SCIENCE APPLICATIONS INTERNATIONAL,146.08,1.09,144.75,146.42,144.74,262075
JAMES RIVER GROUP HLD.,6.46,0.16,6.49,6.56,6.4,261439
MIMEDX GROUP INC,5.73,0.35,5.72,5.73,5.62,260352
AMBARELLA INC.,60.09,0.75,60.17,61.11,59.99,260189
ALLEGIANT TRAVEL CO.,57.62,11.28,58.24,58.45,56.68,259716
DOGWOOD THERAPEUTICS INC.,4.49,8.98,3.75,4.79,3.62,259479
CAPTIVISION INC.,1.9,14.04,1.98,2.0,1.89,258746
SKYWATER TECHNOLOGY INC.,9.87,2.39,9.64,9.96,9.55,257610
GRI BIO INC.,0.3672,19.0,0.3914,0.3914,0.365,257533
SPORTSMAN S WAREHOUSE HLD.,2.82,14.41,2.99,2.99,2.81,257477
OTTER TAIL CORP.,78.57,2.21,77.47,79.21,77.13,257118
POWER INTEGRATIONS INC.,64.95,1.83,64.03,65.0,63.73,256564
SPARTANNASH COMPANY,21.49,0.51,21.48,21.81,21.3,256255
SLEEP NUMBER CORP.,14.61,10.14,14.66,14.66,14.08,256177
SMX (SECURITY MATTERS) PUBLIC,2.48,2.48,2.38,2.59,2.36,255409
ALTAIR ENGINEERING INC.,95.5,0.72,95.0,96.23,94.81,254617
LAUREATE EDUCATION INC.,15.29,10.46,15.33,15.58,15.2,253281
FIRST ADVANTAGE,20.0,1.21,19.71,20.01,19.71,252574
C3IS INC.,1.16,4.5,1.1,1.17,1.09,252542
AMERICAN COASTAL INSURANCE,10.3,13.1,10.64,10.64,10.13,252467
OLEMA PHARMACEUTICALS INC.,11.73,10.09,11.7,12.07,11.65,252153
CARA THERAPEUTICS INC.,0.2561,2.19,0.25,0.264,0.2452,251943
TYRA BIOSCIENCES INC.,22.02,0.36,21.92,22.32,21.57,251637
PYXIS ONCOLOGY INC.,3.19,11.24,3.23,3.23,3.14,251528
LYRA THERAPEUTICS INC.,0.2225,13.26,0.2276,0.2327,0.221,251390
WM TECHNOLOGY INC.,0.8732,1.55,0.86,0.887,0.86,251113
CREATIVE MEDIA & COMMUNITY TRUST,0.586,12.33,0.58,0.62,0.57,250398
FIRST FINANCIAL BANCORP.,25.41,0.71,25.2,25.58,25.01,249786
CXAPP INC.,1.6,1.27,1.56,1.64,1.56,249767
NUWELLIS INC.,1.39,116.27,1.59,1.59,1.34,249189
WINTRUST FINANCIAL,112.21,1.09,111.27,112.89,110.1,248745
BIONOMICS LTD.,0.2608,16.82,0.289,0.2899,0.2306,248441
STERLING INFRASTRUCTURE INC.,159.67,1.64,157.97,160.57,156.64,248087
SAIA INC.,461.97,10.3,459.61,464.23,453.09,247847
MERIT MEDICAL SYSTEMS INC.,95.52,1.24,94.42,95.78,94.42,247670
BIODESIX INC.,1.6,15.33,1.66,1.67,1.56,247508
SMITH & WESSON BRANDS INC.,12.92,0.86,12.77,12.95,12.74,246912
DEFINITIVE HEALTHCARE,4.42,10.23,4.43,4.47,4.35,246633
NUZEE INC.,0.3999,0.48,0.4148,0.4148,0.3816,246526
BURNING ROCK BIOTECH,3.13,13.4,2.99,3.69,2.88,246255
WRAP TECHNOLOGIES INC.,1.5,14.46,1.63,1.66,1.49,246010
ADVANTAGE SOLUTIONS INC.,3.27,3.48,3.15,3.28,3.12,244813
OFFICE PROPERTIES INCOME TRUST,2.02,11.46,2.04,2.04,2.0,244431
FIRST FINANCIAL BANKSHARES,37.53,0.94,37.4,37.89,36.92,244392
CHROMADEX CORP.,3.41,13.94,3.54,3.62,3.41,243522
BIO-PATH HOLDINGS INC.,1.13,0.0,1.15,1.19,1.07,243502
TARGET HOSPITALITY,7.66,10.65,7.7,7.8,7.61,243097
ORGANIGRAM HOLDINGS INC.,1.77,2.91,1.73,1.79,1.72,242971
BRIGHTHOUSE FINANCIAL INC.,46.58,0.91,46.08,46.67,46.03,242523
CENTESSA PHARMACEUTICALS PLC ADS,16.66,4.19,15.97,16.78,15.84,242145
INOVIO PHARMACEUTICALS INC.,5.7,10.87,5.74,5.77,5.63,241323
IMMUNOCORE HLD.,32.19,3.54,31.2,32.5,31.13,241192
PERDOCEO EDUCATION,21.41,1.52,21.05,21.41,20.91,241003
ZEBRA TECHNOLOGIES,377.68,0.71,374.76,378.77,373.21,240292
IAC INC.,52.91,0.19,52.81,52.94,52.44,240268
AGENUS INC.,4.73,4.42,4.52,4.74,4.42,239740
MUSTANG BIO INC.,0.2152,12.62,0.221,0.2361,0.212,239199
LANDS END INC.,18.32,7.39,17.25,18.53,17.19,238636
CARDIFF ONCOLOGY INC.,2.63,0.0,2.63,2.66,2.56,238055
LIBERTY MEDIA CORP.,54.54,1.72,53.8,55.28,53.8,237817
CLICK HOLDINGS LTD.,1.61,0.63,1.54,1.68,1.52,237176
ZURA BIO LTD.,4.06,0.0,4.05,4.18,4.01,236551
CYBERARK SOFTWARE,294.47,10.28,297.36,298.44,292.86,236123
ADICET BIO INC.,1.38,10.72,1.39,1.4,1.36,236066
VAREX IMAGING CORP.,11.33,10.79,11.45,11.53,11.28,235169
FOX FACTORY HOLDING,39.82,11.14,40.1,40.21,39.18,234858
CRESUD S.A.C.I.F. Y A. ADS,9.51,0.11,9.5,9.64,9.4,234552
INDUSTRIAL LOGISTICS PROPERTIES TRUST,4.4,0.46,4.38,4.43,4.3,233878
ETON PHARMACEUTICALS INC.,8.19,2.37,8.0,8.19,7.63,233712
OPEN LENDING CORP.,5.85,2.09,5.72,5.88,5.68,233475
PERION NETWORK LTD,7.83,11.01,7.86,7.89,7.73,233107
PEGASYSTEMS INC.,73.47,10.5,73.87,74.07,72.97,232555
INTERNATIONAL MONEY EXPRESS,17.65,0.0,17.65,17.78,17.57,232511
BIOFRONTERA INC.,0.819,2.38,0.8489,0.8489,0.773,231365
A2Z CUST2MATE SOLUTIONS,3.02,6.34,2.89,3.18,2.89,231181
ORTHOPEDIATRICS,25.95,5.44,24.51,26.04,24.31,230643
SUPERNUS PHARMACEUTICALS INC.,32.92,10.24,32.85,33.35,32.65,230404
THE PENNANT GROUP INC.,34.79,2.96,34.13,35.01,34.03,230306
WORK MEDICAL TECHNOLOGY GROUP LTD,5.54,0.18,5.4,6.6,5.23,229771
LIGHTWAVE LOGIC INC.,2.91,11.69,2.98,2.99,2.88,228994
ONESPAN INC.,15.91,1.4,15.78,15.94,15.51,228721
DELCATH SYSTEMS INC.,8.73,4.93,8.4,8.73,8.35,228562
CROSSFIRST BANKSHARES INC.,16.0,11.11,16.3,16.35,15.96,228238
DIODES INC.,65.35,1.07,64.62,65.66,64.22,228232
RENOVARO INC.,0.551,8.04,0.529,0.5899,0.4811,227897
THREDUP INC.,0.7851,14.22,0.8145,0.833,0.7813,227894
SNAIL INC.,2.24,14.87,2.05,2.29,1.87,227792
SOLID BIOSCIENCES INC.,6.11,0.99,6.06,6.29,5.85,227738
INSTIL BIO INC.,43.58,3.59,42.04,45.07,40.75,227663
MEDPACE HOLDINGS INC.,353.5,1.61,350.0,354.02,346.04,227630
LEXEO THERAPEUTICS INC.,7.96,12.81,8.14,8.16,7.95,226510
XENON PHARMACEUTICALS INC.,41.76,1.33,41.53,41.79,41.02,226017
ALARM.COM HOLDINGS INC.,53.71,10.26,54.04,54.26,53.2,225892
SI-BONE INC.,13.1,10.23,13.13,13.39,12.94,225866
OMNICELL INC.,42.73,0.26,42.85,43.43,42.62,224816
WHEELER REAL ESTATE INVESTMENT TRUST,12.12,5.03,12.22,12.72,11.8,224518
DOMO INC.,7.41,0.14,7.4,7.51,7.35,224432
EMBECTA CORP.,13.09,2.11,12.81,13.3,12.71,224341
ACCURAY INC.,1.8,11.64,1.84,1.85,1.79,224292
GLOBAL MOFY AI LTD.,0.529,5.36,0.513,0.55,0.513,223869
INDEPENDENT BANK GROUP INC,59.5,0.3,59.26,60.19,59.15,223490
NEO-CONCEPT INTERNATIONAL GROUP HLD.,0.6803,9.73,0.6389,0.69,0.58,223443
SHOE CARNIVAL INC.,38.75,10.97,39.12,39.21,38.46,223048
COHU INC.,26.11,2.51,25.65,26.14,25.53,222524
VENUS CONCEPT INC.,0.4812,0.33,0.4858,0.495,0.462,221287
MAXCYTE INC.,3.87,10.26,3.87,3.92,3.83,220104
POSEIDA THERAPEUTICS INC.,2.5,10.4,2.54,2.55,2.46,219991
NV5 GLOBAL INC.,23.47,1.69,23.21,23.5,22.98,219642
TENON MEDICAL INC.,3.4,14.49,3.46,3.54,3.37,219429
METAGENOMI INC.,1.95,10.51,1.97,1.97,1.85,219042
MACOM TECHNOLOGY SOLUTIONS HLD.,116.64,0.4,117.18,118.55,115.33,218212
GAN LTD.,1.84,0.55,1.83,1.84,1.81,218080
NEXALIN TECHNOLOGY INC.,0.9,15.24,0.8,0.9699,0.7667,217680
ATRICURE INC.,27.6,10.86,27.93,28.19,27.55,217625
CUTERA INC.,0.71,16.3,0.778,0.785,0.7001,217513
NUCANA PLC ADS,1.93,19.81,2.1,2.13,1.92,217497
KANDI TECHNOLOGIES GROUP INC.,1.68,14.0,1.75,1.79,1.65,216399
ABEONA THERAPEUTICS INC.,6.27,12.18,6.35,6.48,6.25,215813
CASEYS GENERAL STORES INC.,390.78,1.26,388.39,392.0,386.39,215662
MIRA PHARMACEUTICALS INC.,1.07,11.83,1.11,1.11,1.06,215152
MOUNTAIN,11.75,0.0,11.75,11.75,11.75,214763
ALTO INGREDIENTS INC.,1.62,12.41,1.66,1.67,1.61,214718
INTERNATIONAL BANCSHARES,62.73,1.16,62.01,63.26,61.67,213861
HIGHPEAK ENERGY INC.,14.45,12.96,14.69,14.82,14.32,212937
BENEFICIENT,1.35,10.74,1.39,1.39,1.29,212588
BIOLIFE SOLUTIONS INC.,23.44,3.72,22.71,23.76,22.29,212402
NEONODE INC.,8.61,0.12,8.6,9.03,8.34,212293
HAMILTON LANE INC.,177.16,1.38,175.33,177.37,174.28,211893
ATIF HOLDINGS LTD.,1.0,118.03,1.23,1.28,1.0,211027
BANDWIDTH INC.,17.1,10.98,17.23,17.32,16.92,210099
LIPELLA PHARMACEUTICALS INC.,0.4087,12.2,0.42,0.42,0.395,209237
POOL CORP.,368.31,0.83,365.06,368.69,362.57,208902
COMMVAULT SYSTEMS INC.,163.91,0.74,163.71,165.73,162.21,208686
PS INTERNATIONAL GROUP,0.919,9.43,0.88,0.95,0.86,207807
X3 HOLDINGS CO.,0.181,12.69,0.186,0.1906,0.1801,207370
O REILLY AUTOMOTIVE INC.,1202.59,1.27,1185.16,1203.95,1182.31,207275
ANI PHARMACEUTICALS INC.,58.5,2.38,57.19,58.69,57.19,207150
THE VITA COCO CO.,28.79,1.91,28.32,28.88,28.08,206637
KAIVAL BRANDS INNOVATIONS GROUP,0.8962,4.22,0.8473,0.9,0.82,206540
ALKAMI TECHNOLOGY INC.,34.0,0.35,34.2,34.4,33.43,206515
CSLM ACQUISITION,0.16,11.23,0.16,0.16,0.16,206444
SOLUNA HOLDINGS INC.,3.38,0.6,3.44,3.5,3.18,205768
WEBTOON ENTERTAINMENT INC.,11.3,0.62,11.31,11.33,10.76,205751
ANGI INC.,2.49,13.11,2.57,2.58,2.48,205603
NOVA VISION ACQUISITION,37.0,0.0,23.98,55.28,17.35,205220
COMTECH TELECOM,4.45,10.89,4.51,4.6,4.39,205151
OUTLOOK THERAPEUTICS INC.,5.09,11.17,5.13,5.27,5.03,204929
PDS BIOTECHNOLOGY,3.28,14.09,3.4,3.4,3.27,204758
TECHTARGET INC.,25.16,4.79,24.07,25.54,23.98,204672
CULLINAN THERAPEUTICS INC.,16.23,0.06,16.12,16.52,16.01,204603
COGNITION THERAPEUTICS INC.,0.4264,6.52,0.4003,0.4289,0.3971,204449
CRICUT INC.,6.43,0.31,6.39,6.47,6.34,204098
ARKO CORP.,6.97,12.24,7.15,7.15,6.96,204060
ANTERIX INC.,32.6,3.49,31.54,32.81,31.15,203673
ATLANTA BRAVES HLD.,39.81,0.99,39.35,39.9,39.25,203584
VERICEL CORP.,42.09,0.96,41.59,42.2,41.33,202967
LIMBACH HOLDINGS INC.,84.74,3.2,82.75,87.0,82.47,202290
GLYCOMIMETICS INC.,0.1486,11.0,0.15,0.152,0.1475,202046
MERCADOLIBRE INC.,2079.96,10.54,2091.82,2105.04,2073.41,201783
BACKBLAZE INC.,7.04,10.28,7.06,7.15,6.88,201651
IMMUNIC INC.,1.46,4.29,1.41,1.53,1.41,200438
RAPT THERAPEUTICS INC.,1.93,6.04,1.82,1.93,1.8,199818
MOBIX LABS INC.,0.8427,111.29,0.95,0.9501,0.78,199398
EVOTEC SE ADS,2.96,15.73,2.97,2.98,2.9,199361
WORKSPORT LTD.,0.5181,16.67,0.54,0.55,0.5151,199342
LIBERTY LATIN AMERICA,9.59,10.31,9.66,9.66,9.52,198633
UXIN LTD.,5.65,2.17,5.64,5.79,5.41,198032
GALAXY PAYROLL GROUP,9.44,16.81,10.11,10.33,9.15,197838
ADVANCED ENERGY INDUSTRIES,111.1,1.63,109.27,111.79,109.27,197824
PLBY GROUP INC.,0.715,14.72,0.7553,0.78,0.7149,197484
DOGNESS (INTERNATIONAL),45.62,13.37,40.01,46.92,38.3,196981
ZOOMCAR HOLDINGS INC.,0.14,10.92,0.1374,0.14,0.1365,196670
VIANT TECHNOLOGY INC.,11.5,2.22,11.34,11.77,11.18,196457
IES HOLDINGS INC.,228.04,3.75,221.5,234.81,220.96,195862
PETROS PHARMACEUTICALS INC.,0.3052,13.11,0.31,0.32,0.2917,195367
SEMLER SCIENTIFIC INC.,27.46,0.0,28.06,28.41,27.09,194496
CODEXIS INC.,3.22,2.22,3.17,3.23,3.09,194358
GCM GROSVENOR INC.,11.1,11.07,11.21,11.23,11.03,194211
METHANEX CORP.,41.82,10.74,41.62,42.14,41.25,194005
MONTE ROSA THERAPEUTICS INC.,4.92,10.2,4.91,5.01,4.8,193465
KYMERA THERAPEUTICS INC.,46.05,2.29,44.74,46.32,44.74,193401
PERELLA WEINBERG PARTNERS,21.37,0.33,21.39,21.68,21.23,193187
SCISPARC,0.2183,12.72,0.2244,0.225,0.2158,193056
LINCOLN ELECTRIC HLD.,193.57,10.39,194.33,195.12,192.95,192799
ALLIANCE RESOURCE PARTNERS L.P.,25.04,10.91,25.49,25.49,24.86,192524
THE ONE GROUP HOSPITALITY INC.,3.8,5.56,3.6,3.91,3.53,191486
CUE BIOPHARMA INC.,1.21,11.63,1.2,1.24,1.17,191007
TC BIOPHARM (HLD.,5.04,11.56,5.15,5.2,4.92,190368
TRUSTMARK CORP.,33.65,2.09,33.0,33.7,32.81,190365
AIRSCULPT TECHNOLOGIES INC.,5.68,5.58,5.46,6.16,5.36,190359
VSE CORP.,91.66,2.38,89.53,92.66,89.4,190231
JOINT STOCK CO.,108.28,10.35,109.74,110.15,108.08,189477
STARBOX GROUP HOLDINGS,0.125,1.63,0.123,0.1273,0.1192,188794
SLR INVESTMENT,15.08,0.13,15.02,15.08,14.98,188690
OMNIAB INC.,3.97,11.73,4.03,4.03,3.94,188592
JAMF HOLDING CORP.,16.77,10.83,16.79,16.85,16.53,188521
BEAMR IMAGING,3.46,11.42,3.51,3.69,3.34,188454
VILLAGE FARMS INTERNATIONAL,0.9282,1.0,0.93,0.93,0.8946,188353
REVIVA PHARMACEUTICALS HLD.,1.23,0.82,1.25,1.25,1.16,187499
OLD SECOND BANCORP INC.,15.57,0.52,15.51,15.68,15.41,187005
SMART SAND INC.,2.2,12.22,2.26,2.28,2.18,186517
NEXSTAR MEDIA GROUP INC.,168.48,10.7,169.06,169.06,166.48,186508
RXSIGHT INC.,50.26,0.12,50.64,51.32,49.83,186330
MISSION PRODUCE INC.,12.15,0.16,12.08,12.16,11.91,185811
HUDSON TECHNOLOGIES INC.,7.84,10.76,7.91,7.93,7.78,185734
GALAPAGOS NV ADS,29.27,11.81,29.6,29.67,29.16,183168
SADOT GROUP INC.,0.33,10.36,0.3312,0.3488,0.329,183100
DOLPHIN ENTERTAINMENT INC.,0.689,10.42,0.6,0.69,0.5701,183018
ORTHOFIX MEDICAL INC.,16.1,3.34,15.55,16.12,15.45,182717
DIME COMMUNITY BANCSHARES INC.,30.28,2.44,29.6,30.39,29.26,182704
GRID DYNAMICS HLD.,14.94,1.08,14.91,15.14,14.81,182529
POLAR POWER INC.,0.478,14.97,0.48,0.495,0.45,181264
CANDEL THERAPEUTICS INC.,6.0,10.33,6.02,6.18,5.96,180915
SIGHT SCIENCES INC.,6.18,7.67,5.74,6.29,5.73,180477
IPG PHOTONICS CORP.,76.22,0.78,75.82,76.9,75.76,180412
BIOCERES CROP SOLUTIONS,7.3,12.8,7.47,7.47,7.22,180055
INDEPENDENT BANK,60.8,0.75,60.3,61.07,59.77,180044
ROOT INC.,42.23,11.19,42.64,43.84,41.64,179988
PETMED EXPRESS INC.,4.0,2.56,3.9,4.01,3.85,179102
H&E EQUIPMENT SERVICES INC.,52.54,1.64,51.69,52.81,51.4,178606
ANTELOPE ENTERPRISE HLD.,0.684,12.29,0.71,0.7486,0.674,178400
ITERIS INC.,7.19,0.14,7.18,7.19,7.17,178333
1-800-FLOWERS.COM INC.,8.08,0.87,8.05,8.08,7.95,178157
SILVACO GROUP INC.,12.12,11.46,12.31,12.53,12.0,178037
CATHAY GENERAL BANCORP,44.64,1.32,44.0,44.85,43.67,177802
111 INC. ADS,0.915,14.68,0.94,0.94,0.9,177747
YOSHITSU CO. LTD ADS,0.501,11.73,0.493,0.509,0.452,177572
PHIBRO ANIMAL HEALTH,24.29,3.41,23.67,24.38,23.67,176959
LINKAGE GLOBAL INC,0.2675,18.08,0.2853,0.3,0.265,176588
QUINSTREET INC.,19.15,11.19,19.36,19.44,18.92,176542
FIRSTCASH HOLDINGS INC.,113.64,10.04,113.69,114.23,113.0,176389
CARGO THERAPEUTICS INC.,20.27,1.35,19.88,20.47,19.83,176045
TFS FINANCIAL CORP.,13.01,0.54,12.93,13.06,12.86,175828
MCGRATH RENTCORP,107.44,0.09,106.79,108.26,106.42,175165
LANDSTAR SYSTEM INC.,189.07,0.69,187.82,189.49,185.03,175042
PORCH GROUP INC.,1.48,2.78,1.43,1.48,1.37,174800
CONNECTM TECHNOLOGY SOLUTIONS,1.05,17.08,1.11,1.11,1.02,173952
ATEA PHARMACEUTICALS INC.,3.53,1.44,3.48,3.55,3.44,173678
INMED PHARMACEUTICALS INC.,0.207,11.43,0.204,0.2115,0.2011,172619
PULMONX CORP.,6.85,2.7,6.7,6.92,6.65,171882
J-LONG GROUP LTD.,0.385,11.18,0.3985,0.4,0.3701,171569
NUVALENT INC.,103.29,10.29,103.36,106.32,102.91,171506
GIBRALTAR INDUSTRIES INC.,68.27,1.7,66.98,68.32,66.8,171255
AXT INC,2.5,13.1,2.61,2.64,2.47,170843
MALIBU BOATS INC.,41.28,1.3,40.58,41.37,40.12,170784
PAYLOCITY HOLDING,168.22,2.26,164.83,168.33,164.5,170272
ONESPAWORLD HOLDINGS,16.9,0.66,16.77,16.94,16.65,169363
IMPERIAL PETROLEUM INC.,3.9,12.01,3.96,3.99,3.89,169259
VIOMI TECHNOLOGY CO. LTD ADS,1.5,17.98,1.63,1.63,1.47,169200
ARCBEST CORP.,106.31,0.34,102.16,106.43,101.15,169145
AVEANNA HEALTHCARE HLD.,5.06,1.81,4.95,5.14,4.82,168913
KOSS CORP.,7.25,0.14,7.37,7.44,7.02,168520
ADVERUM BIOTECHNOLOGIES INC.,7.73,1.05,7.65,7.85,7.44,168100
PACTIV EVERGREEN INC.,12.04,2.47,11.72,12.06,11.58,167948
RUNWAY GROWTH FINANCE,10.52,1.25,10.4,10.52,10.39,167883
SELECTIVE INSURANCE GROUP INC.,95.77,1.95,93.95,95.87,93.71,167765
CALAMOS STRATEGIC TOT RTN.,17.79,0.96,17.68,17.81,17.65,167518
GENTHERM INC,42.83,0.37,42.39,43.07,42.1,167496
GOOSEHEAD INSURANCE INC.,94.36,4.29,91.37,94.36,90.72,167181
UFP INDUSTRIES INC.,138.4,1.1,137.37,139.0,137.32,167143
ZUMIEZ INC.,22.22,10.22,22.18,22.56,21.79,167039
THE SHYFT GROUP INC.,12.23,2.09,11.94,12.3,11.8,166856
KORNIT DIGITAL,24.01,10.95,24.27,25.0,23.6,166631
VICTORY CAPITAL HLD.,58.58,0.6,58.31,59.05,58.3,166511
NEURONETICS INC.,0.89,12.2,0.9086,0.9099,0.88,166340
BIOVIE INC.,1.14,13.39,1.2,1.21,1.13,166252
THE REAL GOOD FOOD CO.,0.316,5.26,0.3117,0.3294,0.3011,166069
AMEDISYS INC,96.81,0.5,96.46,97.0,96.18,165859
SAFE PRO GROUP INC.,2.33,13.32,2.5,2.54,2.23,165782
CIBUS INC.,3.53,14.59,3.73,3.94,3.46,165579
WESBANCO INC.,30.51,1.26,30.08,30.64,29.89,165118
NANO LABS LTD,0.79,15.11,0.84,0.8846,0.74,165103
BITFUFU INC.,4.6,15.87,4.09,4.67,3.91,164224
MONARCH CASINO & RESORT INC.,75.33,10.53,75.53,75.55,75.01,164108
OMEROS CORP.,3.97,1.28,3.88,4.01,3.86,164021
COFFEE HOLDING CO. INC.,3.46,10.19,3.2,3.62,3.16,163979
INGLES MARKETS INC.,62.1,0.81,61.74,62.11,60.8,163953
KINGSTONE COMPANIES INC,9.66,11.83,9.85,10.18,9.41,163703
ICZOOM GROUP INC.,2.42,17.63,2.74,2.74,2.32,163568
